time d2_be
0.0 1.100000000000001
0.4999999999999997 1.100000000000001
1.0019984259552739 1.0978061157643981
1.5060191155716465 1.0956036234465074
2.01208294678293 1.0933942875056548
2.520208591204151 1.0911795196627176
3.0304130972146766 1.0889604466906204
3.54271233732287 1.08673796611704
4.057121348750998 1.084512791650799
4.573654590863434 1.0822854900080068
5.092326138395141 1.0800565106250914
5.613149825492876 1.0778262095415858
6.1361393523323775 1.0755948685375452
6.66130836344874 1.073362710429795
7.188670504824681 1.0711299112724864
7.71823946513245 1.0688966100714816
8.250029005237396 1.0666629165077437
8.784052979072808 1.0644289170700032
9.320325348226756 1.0621946799189292
9.858860191992571 1.059960258741427
10.399671714185855 1.0577256958020376
10.942774247690771 1.0554910243567688
11.48818225744163 1.053256270561172
12.035910342353384 1.0510214549775838
12.585973236570622 1.0487865937649719
13.138385810298422 1.0465516996176327
13.693163070399363 1.0443167825053106
14.250320160883849 1.0420818502564058
14.809872363378954 1.039846909017277
15.37183509763118 1.03761196361376
15.936223922077167 1.0353770178355621
16.503054534501736 1.0331420746598643
17.072342772792272 1.0309071364270312
17.64410461579199 1.0286722049786092
18.218356184250002 1.0264372817656506
18.795113741863737 1.0242023679336967
19.3743936964076 1.021967464389418
19.95621260094147 1.0197325718528352
20.540587155092158 1.0174976908982245
21.127534206401602 1.0152628219861406
21.71707075173569 1.0130279654884717
22.30921393874851 1.0107931217080344
22.90398106739718 1.0085582908938853
23.50138959150311 1.0063234732532849
24.101457120356233 1.004088668961037
24.704201420359087 1.0018538781667792
25.309640416708316 0.9996191010006626
25.917792195111442 0.9973843375777887
26.52867500353733 0.9951495880016559
27.142307253998837 0.9929148523668526
27.75870752436666 0.9906801307611472
28.377894560213637 0.9884454232671178
28.999887276688742 0.9862107299634167
29.62470476042045 0.9839760509257575
30.25236627144926 0.9817413862276766
30.882891245189025 0.9795067359411301
31.516299294417234 0.9772721001369563
32.15261021129434 0.9750374788852322
32.79184396941207 0.9728028722555533
33.434020725871044 0.9705682803172517
34.07916082338799 0.9683337031395629
34.72728479243278 0.9660991407917581
35.37841335339566 0.9638645933432471
36.03256741878495 0.9616300608636572
36.68976809545586 0.9593955434228987
37.350036686870645 0.9571610410912104
38.01339469539049 0.9549265539392027
38.67986382459987 0.9526920820378872
39.34946598166364 0.9504576254587023
40.02222327971746 0.9482231842735329
40.69815804029204 0.9459887585547283
41.377292795771815 0.943754348375116
42.05965029188844 0.9415199538080136
42.745253490249944 0.9392855749272394
43.434125570905884 0.9370512118071207
44.1262899349491 0.9348168645225031
44.82177020715487 0.9325825331487575
45.52059023865791 0.9303482177617874
46.2227741096679 0.9281139184380346
46.92834613222418 0.9258796352544865
47.6373308529903 0.9236453682886817
48.34975305608908 0.9214111176187167
49.06563776597883 0.9191768833232508
49.785010250371464 0.9169426654815119
50.50789602319326 0.9147084641733035
51.234320847588826 0.9124742794790094
51.96431073896932 0.9102401114796
52.69789196810527 0.9080059602566382
53.435091064265215 0.9057718258922846
54.17593481840052 0.9035377084693045
54.920450286377445 0.9013036080710733
55.66866479225734 0.8990695247815823
56.420605931625374 0.8968354586854456
57.176301574969195 0.8946014098679056
57.93577987110816 0.8923673784148393
58.69906925067363 0.890133364412765
59.46619842964207 0.8878993679488486
60.23719641292103 0.88566538911091
61.012092497989535 0.8834314279874292
61.79091627859351 0.8811974846675539
62.57369764849732 0.8789635592411055
63.3604668052925 0.8767296517985866
64.1512542542646 0.8744957624311865
64.94609081231901 0.8722618912307898
65.74500761196745 0.8700280382899825
66.54803610537523 0.8677942037020596
67.35520806847137 0.8655603875610316
68.16655560512193 0.8633265899616337
68.9821111513683 0.8610928109993307
69.80190747973116 0.858859050770326
70.62597770358143 0.8566253093715697
71.45435528157984 0.8543915869007644
72.28707402218558 0.8521578834563756
73.12416808823602 0.8499241991376377
73.96567200159855 0.8476905340445623
74.81162064789554 0.8454568882779475
75.66204928130449 0.8432232619393842
76.51699352943396 0.8409896551312663
77.37648939827734 0.8387560679567985
78.24057327724545 0.8365225005200044
79.10928194427979 0.8342889529257359
79.98265257104762 0.8320554252796812
80.86072272822064 0.8298219176883749
81.74353039083887 0.8275884302592056
82.63111394376102 0.8253549631004266
83.52351218720335 0.8231215163211635
84.42076434236859 0.8208880900314253
85.32291005716638 0.8186546843421126
86.22998941202736 0.8164212993650282
87.14204292581258 0.814187935212886
88.05911156181959 0.811954591999322
88.98123673388821 0.8097212698389031
89.9084603126062 0.8074879688471392
90.84082463161883 0.8052546891404903
91.77837249404203 0.8030214308363813
92.72114717898361 0.8007881940532082
93.66919244817227 0.7985549789103531
94.62255255269854 0.7963217855281913
95.58127223986828 0.7940886140281053
96.5453967601721 0.791855464532494
97.5149718743721 0.7896223371647855
98.49004386070894 0.7873892320494476
99.47065952223107 0.7851561493120005
100.45686619424899 0.7829230890790283
101.44871175191683 0.7806900514781903
102.44624461794366 0.7784570366382336
103.44951377043728 0.7762240446890075
104.45856875088359 0.7739910757614714
105.47345967226273 0.7717581299877135
106.49423722730742 0.7695252075009583
107.52095269690321 0.7672923084355833
108.55365795863635 0.7650594329271305
109.59240549549028 0.7628265811123213
110.63724840469509 0.7605937531290679
111.68824040673202 0.75836094911649
112.74543585449727 0.7561281692149271
113.80888974262739 0.7538954135659529
114.87865771699038 0.7516626823123909
115.95479608434542 0.7494299755983275
117.03736182217514 0.7471972935691278
118.12641258869328 0.7449646363714523
119.22200673303286 0.742732004153269
120.3242033056169 0.7404993970638715
121.43306206871688 0.7382668152538938
122.54864350720187 0.7360342588753273
