time temp_be
0.0 282.0
0.4999999999999997 282.0584365120444
1.0019984259552739 282.1047651476895
1.5060191155716465 282.1414619038009
2.01208294678293 282.17050573822337
2.520208591204151 282.193475492046
3.0304130972146766 282.21162885296536
3.54271233732287 282.22596635810584
4.057121348750998 282.23728305676576
4.573654590863434 282.24621007268996
5.092326138395141 282.25324794898023
5.613149825492876 282.25879333980424
6.1361393523323775 282.2631603360911
6.66130836344874 282.26659747687637
7.188670504824681 282.2693013006915
7.71823946513245 282.2714271280371
8.250029005237396 282.2730976318573
8.784052979072808 282.27440964354776
9.320325348226756 282.27543955327906
9.858860191992571 282.2762475917055
10.399671714185855 282.2768812223721
10.942774247690771 282.27737782774585
11.48818225744163 282.2777668346152
12.035910342353384 282.2780713948562
12.585973236570622 282.27830971380774
13.138385810298422 282.27849609953836
13.693163070399363 282.2786417911878
14.250320160883849 282.2787556125389
14.809872363378954 282.27884448741435
15.37183509763118 282.27891384589117
15.936223922077167 282.27896794429034
16.503054534501736 282.2790101171095
17.072342772792272 282.27904297526754
17.64410461579199 282.2790685620185
18.218356184250002 282.2790884755092
18.795113741863737 282.2791039650639
19.3743936964076 282.2791160067889
19.95621260094147 282.2791253629059
20.540587155092158 282.27913262829173
21.127534206401602 282.27913826696243
21.71707075173569 282.27914264065953
22.30921393874851 282.2791460312356
22.90398106739718 282.2791486581745
23.50138959150311 282.27915069229687
24.101457120356233 282.27915226647417
24.704201420359087 282.2791534840009
25.309640416708316 282.279154425133
25.917792195111442 282.27915515219036
26.52867500353733 282.27915571353765
27.142307253998837 282.2791561466876
27.75870752436666 282.2791564807192
28.377894560213637 282.2791567381604
28.999887276688742 282.279156936454
29.62470476042045 282.27915708909745
30.25236627144926 282.27915720652925
30.882891245189025 282.2791572968172
31.516299294417234 282.2791573661931
32.15261021129434 282.279157419468
32.79184396941207 282.27915746035336
33.434020725871044 282.2791574917111
34.07916082338799 282.27915751574665
34.72728479243278 282.27915753415823
35.37841335339566 282.27915754825295
36.03256741878495 282.2791575590361
36.68976809545586 282.27915756728055
37.350036686870645 282.27915757358
38.01339469539049 282.27915757839025
38.67986382459987 282.27915758206103
39.34946598166364 282.27915758486034
40.02222327971746 282.27915758699373
40.69815804029204 282.2791575886186
41.377292795771815 282.2791575898553
42.05965029188844 282.279157590796
42.745253490249944 282.279157591511
43.434125570905884 282.2791575920541
44.1262899349491 282.27915759246645
44.82177020715487 282.27915759277926
45.52059023865791 282.27915759301635
46.2227741096679 282.2791575931959
46.92834613222418 282.27915759333195
47.6373308529903 282.27915759343483
48.34975305608908 282.2791575935126
49.06563776597883 282.27915759357137
49.785010250371464 282.27915759361576
50.50789602319326 282.27915759364924
51.234320847588826 282.2791575936745
51.96431073896932 282.27915759369347
52.69789196810527 282.2791575937078
53.435091064265215 282.27915759371854
54.17593481840052 282.27915759372667
54.920450286377445 282.27915759373275
55.66866479225734 282.27915759373735
56.420605931625374 282.27915759374076
57.176301574969195 282.2791575937433
57.93577987110816 282.27915759374525
58.69906925067363 282.2791575937467
59.46619842964207 282.2791575937477
60.23719641292103 282.2791575937485
61.012092497989535 282.2791575937492
61.79091627859351 282.2791575937496
62.57369764849732 282.27915759374986
63.3604668052925 282.27915759375014
64.1512542542646 282.2791575937503
64.94609081231901 282.2791575937505
65.74500761196745 282.2791575937506
66.54803610537523 282.27915759375065
67.35520806847137 282.27915759375065
68.16655560512193 282.2791575937507
68.9821111513683 282.2791575937507
69.80190747973116 282.2791575937507
70.62597770358143 282.2791575937507
71.45435528157984 282.27915759375077
72.28707402218558 282.2791575937508
73.12416808823602 282.2791575937509
73.96567200159855 282.2791575937509
