time temp_me
0.0 282.0
0.4999999999999997 282.061385873323
1.0020029278717932 282.1094088764282
1.5060333445820604 282.14694061454543
2.0121125099190573 282.17624668693577
2.5202592638902077 282.19911101368956
3.0304906980939044 282.21693588165004
3.542822662215894 282.230822003661
4.057270142844605 282.24163229994326
4.573847544504677 282.2500425302308
5.092568896510625 282.2565813714016
5.613448004012619 282.2616620656413
6.136498557376544 282.26560736305464
6.661734210684746 282.2686691470853
7.189168637519416 282.2710438545669
7.718815570161406 282.2728845768211
8.250688826782126 282.2743105460204
8.784802330023803 282.27541456469754
9.321170119470006 282.2762688193331
9.859806359837691 282.2769294258532
10.400725346221058 282.2774399809892
10.943941507346013 282.27783433496586
11.489469407519387 282.27813875478853
12.037323747755815 282.27837361096584
12.58751936641859 282.2785546918191
13.140071239604536 282.2786942269669
13.694994481426933 282.27880168384866
14.252304344296595 282.2788843872416
14.812016219263116 282.27894800081623
15.374145636452416 282.2789969012289
15.938708265618631 282.27903446855976
16.50571991681712 282.27906331166855
17.07519654119749 282.2790854429472
17.64715423191136 282.279102413752
18.22160922512694 282.2791154192991
18.798577901141464 282.2791253798607
19.37807678558238 282.27913300357784
19.960122550688297 282.279138835023
20.54473201666173 282.27914329272267
21.13192215308607 282.27914669813185
21.721710080400374 282.2791492979944
22.31411307142642 282.27915128158827
22.90914855294323 282.2791527940174
23.50683410730493 282.2791539464511
24.107187474098684 282.2791548240056
24.71022655184012 282.27915549180824
25.315969399703665 282.27915599965974
25.924434239286388 282.2791563856163
26.535639456403715 282.27915667874066
27.149603602916002 282.2791569012129
27.76634539858534 282.27915706994924
28.385883732961698 282.2791571978428
29.00823766729825 282.2791572947141
29.63342643649571 282.2791573680381
30.261469451075328 282.2791574235008
30.892386299180846 282.2791574654242
31.52619674860924 282.2791574970916
32.162920748870675 282.2791575209955
32.80257843327774 282.2791575390265
33.445190121064385 282.2791575526181
34.09077631953464 282.27915756285597
34.73935772624192 282.2791575705623
35.39095523119889 282.27915757635884
36.04558991911844 282.27915758071583
36.7032830716865 282.2791575839884
37.36405616986672 282.27915758644474
38.02793089623778 282.27915758828703
38.694929137363815 282.2791575896678
39.36507298619852 282.27915759070186
40.03838474452314 282.2791575914758
40.71488692541946 282.2791575920545
41.394602255777826 282.27915759248697
42.077553678841184 282.2791575928099
42.76376435678535 282.27915759305085
43.45325767333654 282.27915759323054
44.14605723642632 282.27915759336435
44.84218688088509 282.279157593464
45.54167067117425 282.2791575935381
46.24453290415811 282.2791575935932
46.950798111916 282.2791575936341
47.66049106459529 282.27915759366454
48.373636773306075 282.27915759368705
49.09026049305822 282.2791575937037
49.81038772574136 282.27915759371604
50.53404422314878 282.2791575937252
51.26125599004595 282.27915759373195
51.992049287284125 282.2791575937369
52.72645063496023 282.27915759374065
53.46448681562372 282.2791575937433
54.20618487753087 282.2791575937453
54.95157213794789 282.2791575937468
55.70067618650329 282.27915759374787
56.453524888590536 282.27915759374866
57.21014638882188 282.27915759374923
57.9705691145341 282.2791575937497
58.734821779347364 282.27915759374997
59.50293338677783 282.27915759375026
60.2749332339052 282.2791575937504
61.050850915096035 282.27915759375054
61.830716325783804 282.27915759375065
62.61455966630699 282.2791575937507
63.402411445805825 282.2791575937507
64.19430248617893 282.2791575937507
64.99026392610115 282.2791575937507
65.79032722510334 282.2791575937507
66.59452416771532 282.2791575937507
67.40288686767329 282.2791575937507
68.21544777219273 282.2791575937507
69.03223966630806 282.2791575937507
69.85329567728009 282.2791575937507
70.67864927907284 282.2791575937507
71.50833429690081 282.2791575937507
72.34238491184772 282.2791575937507
73.18083566555877 282.2791575937507
74.02372146500693 282.2791575937507
74.87107758733522 282.2791575937507
75.72293968477626 282.2791575937507
76.57934378965032 282.2791575937507
77.44032631944368 282.2791575937507
78.3059240819683 282.2791575937507
79.17617428060522 282.2791575937507
80.05111451963214 282.2791575937507
80.93078280963749 282.2791575937507
81.81521757302276 282.2791575937507
82.70445764959413 282.2791575937507
83.59854230224552 282.2791575937507
84.4975112227349 282.2791575937507
85.40140453755542 282.2791575937507
86.310262813903 282.2791575937507
87.22412706574298 282.2791575937507
88.14303875997676 282.2791575937507
89.06703982271117 282.2791575937507
89.99617264563211 282.2791575937507
90.93048009248479 282.2791575937507
91.87000550566214 282.2791575937507
92.81479271290445 282.27915759375077
93.7648860341112 282.27915759375077
94.72033028826851 282.27915759375077
95.68117080049346 282.27915759375077
96.64745340919828 282.27915759375077
97.6192244733767 282.27915759375077
98.59653088001434 282.27915759375077
99.57942005162654 282.27915759375077
100.56793995392522 282.27915759375077
101.56213910361816 282.27915759375077
