temp_num temp_an error time
0.0 0.0 0.0 0.0
0.03436898647251496 0.03378508138066877 0.000583905091846193 0.15074459999999998
0.06755674571388226 0.0664287310374391 0.001128014676443162 0.30148919999999996
0.09960387530682965 0.09796951233399341 0.0016343629728362424 0.45223379999999996
0.1305495775363147 0.1284446857676346 0.0021048917686800894 0.6029783999999999
0.16043170734449178 0.15789025298672982 0.0025414543577619575 0.7537229999999999
0.18928681863752217 0.186340999321028 0.0029458193164941804 0.9044675999999999
0.2171502090008596 0.2138305348750805 0.003319674125779104 1.0552122
0.24405596287772027 0.2403913342333226 0.003664628644397677 1.2059567999999998
0.27003699326355446 0.2660547748237116 0.003982218439842866 1.3567014
0.2951250819675158 0.2908511739852463 0.004273907982269509 1.5074459999999998
0.3193509184901893 0.3148098247831604 0.0045410937070289314 1.6581905999999997
0.3427441375651301 0.33795903061409605 0.004785106951034068 1.8089351999999999
0.36533335541013573 0.3603261386421355 0.0050072167680002555 1.9596797999999997
0.387146204732602 0.38193757210519835 0.00520863262740362 2.1104244
0.40820936853177725 0.40281886152995866 0.00539050700181859 2.2611689999999998
0.42854861273926986 0.42299467489217024 0.0055539378470996215 2.4119135999999997
0.44818881773773456 0.4424888467580172 0.0056999709797173614 2.5626581999999996
0.4671540087962887 0.46132440644092865 0.005829602355360064 2.7134028
0.48546738545990364 0.47952360520710274 0.005943780252800901 2.8641474
0.5031513499287007 0.49710794256189844 0.006043407366802256 3.0148919999999997
0.5202275344618886 0.5140981916481371 0.006129342813751548 3.1656365999999996
0.5367168278398537 0.5305144237863192 0.00620240405353456 3.3163811999999995
0.55263940091677 0.5463760321857489 0.006263368731021068 3.4671258
0.5680147312949976 0.5617017548545755 0.006312976440422058 3.6178703999999997
0.5828616271514454 0.5765096967358181 0.006351930415627316 3.7686149999999996
0.5971982502450441 0.5908173510955226 0.006380899149521557 3.9193595999999995
0.6110421381334777 0.6046416201883176 0.006400517945160167 4.070104199999999
0.6244102256263466 0.6179988352247847 0.006411390401561912 4.2208488
0.6373188655010097 0.6309047756642258 0.006414089836783932 4.371593399999999
0.6497838485064414 0.6433746878556258 0.0064091606508156485 4.5223379999999995
0.6618204226795796 0.6554233030488297 0.006397119630749959 4.6730826
0.673443311997786 0.6670648547972076 0.006378457200578391 4.823827199999999
0.6846667343902436 0.6783130957723688 0.006353638617874857 4.9745718
0.6955044191303194 0.6891813140107945 0.00632310511952483 5.125316399999999
0.7059696236301705 0.6996823486115727 0.0062872750185977155 5.2760609999999994
0.7160751496581338 0.7098286049037824 0.00624654475435138 5.4268056
0.7258333589987445 0.7196320691014501 0.006201289897294404 5.577550199999999
0.735256188574532 0.729104322463387 0.0061518661111450434 5.7282948
0.7443551650480958 0.7382565549746335 0.006098610073462352 5.879039399999999
0.7531414189223267 0.7470995785656726 0.006041840356654116 6.029783999999999
0.7616256981560093 0.7556438398850367 0.00598185827097264 6.1805286
0.7698183813114804 0.7638994326403883 0.005918948671092106 6.331273199999999
0.7777294902504082 0.7718761095226546 0.005853380727753543 6.4820177999999995
0.785368702393231 0.7795832937273065 0.005785408665924474 6.632762399999999
0.7927453625572559 0.787030090086389 0.0057152724708668945 6.783506999999999
0.7998684943878913 0.7942252958244547 0.005643198563436647 6.9342516
0.8067468113969983 0.8011774109511088 0.005569400445889494 7.084996199999999
0.813388727621865 0.8078946483024413 0.005494079319423695 7.235740799999999
0.8198023679178482 0.8143849432432058 0.005417424674642457 7.386485399999999
