time temp_an
0.0 0.0
0.11804916667090813 0.11134764053760549
0.23609833334181626 0.21029698402191954
0.3541475000127244 0.2982285515765106
0.4721966666836325 0.376369146555124
0.5902458333545407 0.44580897065266356
0.7082950000254488 0.5075168341775971
0.8263441666963568 0.562353672696414
0.944393333367265 0.6110845586316174
1.0624425000381732 0.6543893753966294
1.1804916667090815 0.692872302990942
1.2985408333799893 0.7270702473966502
1.4165900000508975 0.7574603313815444
1.5346391667218058 0.7844665512189835
1.6526883333927136 0.8084656921976823
1.7707375000636218 0.8297925854534753
1.88878666673453 0.8487447794652354
2.006835833405438 0.8655866913907779
2.1248850000763464 0.880553296161267
2.242934166747254 0.8938534048037035
2.360983333418163 0.9056725777299128
2.4790325000890707 0.9161757136376814
2.5970816667599785 0.9255093501438729
2.7151308334308872 0.9338037082474671
2.833180000101795 0.9411745091464496
2.951229166772703 0.9477245887564578
3.0692783334436116 0.9535453324565601
3.1873275001145194 0.9587179500794818
3.305376666785427 0.963314608934688
3.423425833456336 0.9673994406720112
3.5414750001272437 0.9710294360333904
3.6595241667981524 0.9742552399761166
3.77757333346906 0.9771218582609826
3.895622500139968 0.9796692853635065
4.013671666810876 0.9819330624687233
