time T_d d2 
0.0 315.0 4.000000000000004 
0.09445321917177153 323.95753978694677 4.000000000000004 
0.18890643834354306 332.6261170871868 3.9920809071048855 
0.2833596575153146 340.95175844071963 3.979943032827226 
0.37781287668708613 348.87550669251493 3.962111053410721 
0.47226609585885765 356.33807601968584 3.9369673628479602 
0.5667193150306292 363.28468930518716 3.902881504972572 
0.6611725342024007 369.6688542345463 3.858352535490969 
0.7556257533741723 375.4544079379863 3.8021306110327933 
0.8500789725459438 380.6160321851022 3.7332964096010315 
0.9445321917177153 385.1390817729082 3.6512979153974494 
1.038985410889487 389.019722234669 3.555959908471382 
1.1334386300612584 392.26608849317375 3.4474850187777824 
1.22789184923303 394.9005717313139 3.3264577449785877 
1.3223450684048015 396.9624927988457 3.193849093474949 
1.416798287576573 398.5095311964295 3.0510045050397077 
1.5112515067483445 399.61593528319037 2.899588657052827 
1.605704725920116 400.3664941813992 2.7414678144241376 
1.7001579450918876 400.84743347951655 2.5785388655612684 
1.794611164263659 401.13727302950673 2.4125498830058225 
1.8890643834354306 401.3005998951769 2.244969855115207 
1.9835176026072021 401.38587677753645 2.0769409129711476 
2.077970821778974 401.42653298505496 1.90930632749082 
2.1724240409507454 401.4438214616169 1.7426830480860267 
2.266877260122517 401.4501306091633 1.5775473716379667 
2.3613304792942884 401.45197616094885 1.414314980357477 
2.45578369846606 401.4523517684223 1.2534095742710643 
2.5502369176378314 401.45238615501546 1.095322882949735 
2.644690136809603 401.45238433219066 0.9406736419972124 
2.7391433559813745 401.45238477948436 0.7902763360766072 
2.833596575153146 401.4523845509312 0.6452339893879101 
2.9280497943249175 401.45238475538804 0.5070739772435725 
3.022503013496689 401.4523844527121 0.37795027391839053 
3.1169562326684606 401.4523851904075 0.26092865485396033 
3.211409451840232 401.45238215162357 0.16030521474104925 
3.3058626710120036 401.45240411207664 0.08162097904393803 
