time temp_fe
0.0 0.0
0.23609833334181626 0.23609833334181474
0.4721966666836325 0.4171790839346663
0.7082950000254488 0.5558926339631682
0.944393333367265 0.6620200869580657
1.1804916667090815 0.7431150347853333
1.4165900000508975 0.8050038165705935
1.6526883333927136 0.8521750193718063
1.88878666673453 0.8880823875636601
2.1248850000763464 0.9153801128968695
2.360983333418163 0.9361053819944907
2.5970816667599785 0.9518198334287291
2.833180000101795 0.9637190402820508
3.0692783334436116 0.9727171415596381
3.305376666785427 0.9795121822342203
3.5414750001272437 0.9846364961523513
