temp_num temp_an error time
0.0 0.0 0.0 0.0
0.34368986472515417 0.29085117398524746 0.05283869073990671 1.5074459999999998
0.569257006335514 0.4971079425618973 0.07214906377361674 3.0148919999999997
0.7172990075593692 0.6433746878556258 0.07392431970374336 4.5223379999999995
0.8144604734089569 0.7470995785656726 0.06736089484328434 6.029783999999999
0.8782285282042017 0.8206559630412107 0.05757256516299103 7.537229999999999
0.9200801488730826 0.8728183867379278 0.04726176213515487 9.044675999999999
0.947547791695747 0.9098093082645391 0.03773848343120789 10.552121999999999
0.9655750840723715 0.9360413768383399 0.029533707234031592 12.059567999999999
0.9774065787707127 0.9546438174713887 0.022762761299323975 13.567013999999999
