time temp_fe
0.0 282.0
1.6259642069207372 282.0650936131045
3.2519284138414744 282.1151592207109
4.8778926207622115 282.1536225973419
6.503856827682949 282.1831422730531
8.129821034603687 282.20577673652446
9.755785241524423 282.22311687691956
11.38174944844516 282.2363902470929
13.007713655365897 282.24654274725333
14.633677862286635 282.2543023737704
16.259642069207374 282.26022881804073
17.885606276128108 282.26475195983295
19.511570483048846 282.26820168026427
21.137534689969584 282.2708309121229
22.76349889689032 282.2728334354424
24.389463103811057 282.2743575988056
26.015427310731795 282.2755168873169
27.641391517652533 282.27639805371786
29.26735572457327 282.27706736878775
30.893319931494005 282.27757542191785
32.51928413841475 282.2779608051753
34.14524834533548 282.27825293835036
35.771212552256216 282.27847423367007
37.39717675917696 282.27864175332445
39.02314096609769 282.27876847773524
40.64910517301843 282.27886427530166
42.27506937993917 282.2789366433748
43.9010335868599 282.27899127403947
45.52699779378064 282.2790324858287
47.15296200070138 282.2790635529133
48.77892620762211 282.279086955943
50.404890414542855 282.27910457305444
52.03085462146359 282.27911782521903
53.656818828384324 282.27912778676824
55.282783035305066 282.27913526938187
56.9087472422258 282.27914088586596
58.53471144914654 282.2791450985503
60.160675656067276 282.27914825598856
61.78663986298801 282.2791506207685
63.41260406990875 282.2791523905713
65.0385682768295 282.279153714107
66.66453248375022 282.279154703164
68.29049669067096 282.27915544171464
69.9164608975917 282.2791559927897
71.54242510451243 282.2791564036659
73.16838931143317 282.2791567097773
74.79435351835392 282.2791569376615
76.42031772527464 282.2791571071786
78.04628193219538 282.2791572331801
79.67224613911613 282.2791573267635
81.29821034603685 282.2791573962149
82.9241745529576 282.27915744771656
84.55013875987834 282.27915748587725
86.17610296679906 282.27915751413036
87.8020671737198 282.27915753503135
89.42803138064055 282.279157550481
91.05399558756127 282.2791575618918
92.67995979448202 282.2791575703128
94.30592400140276 282.27915757652227
95.9318882083235 282.2791575810972
97.55785241524423 282.27915758446505
99.18381662216497 282.27915758694223
100.80978082908571 282.2791575887628
102.43574503600644 282.2791575900997
104.06170924292718 282.2791575910806
105.68767344984792 282.2791575917996
107.31363765676865 282.27915759232627
108.93960186368939 282.2791575927117
110.56556607061013 282.27915759299356
112.19153027753086 282.27915759319944
113.8174944844516 282.2791575933497
115.44345869137234 282.2791575934593
117.06942289829308 282.2791575935391
118.69538710521381 282.27915759359723
120.32135131213455 282.2791575936395
121.9473155190553 282.2791575936702
123.57327972597602 282.2791575936925
125.19924393289676 282.27915759370865
126.8252081398175 282.27915759372036
128.45117234673825 282.2791575937288
130.077136553659 282.27915759373496
131.7031007605797 282.2791575937394
133.32906496750044 282.27915759374264
134.95502917442118 282.2791575937449
136.58099338134193 282.2791575937466
138.20695758826267 282.2791575937478
139.8329217951834 282.27915759374866
141.45888600210412 282.2791575937493
143.08485020902486 282.27915759374974
144.7108144159456 282.27915759375
146.33677862286635 282.2791575937503
147.9627428297871 282.2791575937505
149.58870703670783 282.2791575937506
151.21467124362854 282.27915759375065
152.84063545054929 282.2791575937507
154.46659965747003 282.27915759375077
156.09256386439077 282.27915759375077
157.7185280713115 282.27915759375077
159.34449227823225 282.27915759375077
160.970456485153 282.27915759375077
162.5964206920737 282.27915759375077
164.22238489899445 282.27915759375077
165.8483491059152 282.27915759375077
167.47431331283593 282.27915759375077
169.10027751975667 282.27915759375077
170.72624172667742 282.27915759375077
172.35220593359813 282.27915759375077
173.97817014051887 282.27915759375077
175.6041343474396 282.27915759375077
177.23009855436035 282.27915759375077
178.8560627612811 282.27915759375077
180.48202696820184 282.27915759375077
182.10799117512255 282.27915759375077
183.7339553820433 282.27915759375077
185.35991958896403 282.27915759375077
186.98588379588477 282.27915759375077
188.61184800280552 282.27915759375077
190.23781220972626 282.27915759375077
191.863776416647 282.27915759375077
193.4897406235677 282.27915759375077
195.11570483048845 282.27915759375077
196.7416690374092 282.27915759375077
198.36763324432994 282.27915759375077
199.99359745125068 282.27915759375077
201.61956165817142 282.27915759375077
203.24552586509213 282.27915759375077
204.87149007201288 282.27915759375077
206.49745427893362 282.27915759375077
208.12341848585436 282.27915759375077
209.7493826927751 282.27915759375077
211.37534689969584 282.27915759375077
213.00131110661658 282.27915759375077
214.6272753135373 282.27915759375077
216.25323952045804 282.27915759375077
217.87920372737878 282.27915759375077
219.50516793429952 282.27915759375077
221.13113214122026 282.27915759375077
222.757096348141 282.27915759375077
224.38306055506172 282.27915759375077
226.00902476198246 282.27915759375077
227.6349889689032 282.27915759375077
229.26095317582394 282.27915759375077
230.88691738274468 282.27915759375077
232.51288158966543 282.27915759375077
234.13884579658617 282.27915759375077
235.76481000350688 282.27915759375077
237.39077421042762 282.27915759375077
239.01673841734836 282.27915759375077
240.6427026242691 282.27915759375077
242.26866683118985 282.27915759375077
243.8946310381106 282.27915759375077
245.5205952450313 282.27915759375077
247.14655945195204 282.27915759375077
248.77252365887279 282.27915759375077
250.39848786579353 282.27915759375077
252.02445207271427 282.27915759375077
253.650416279635 282.27915759375077
255.27638048655572 282.27915759375077
256.9023446934765 282.27915759375077
258.52830890039723 282.27915759375077
260.154273107318 282.27915759375077
261.78023731423866 282.27915759375077
263.4062015211594 282.27915759375077
265.03216572808014 282.27915759375077
266.6581299350009 282.27915759375077
268.2840941419216 282.27915759375077
269.91005834884237 282.27915759375077
271.5360225557631 282.27915759375077
273.16198676268385 282.27915759375077
274.7879509696046 282.27915759375077
276.41391517652534 282.27915759375077
278.0398793834461 282.27915759375077
