time d2_me
0.0 1.100000000000001
1.6259642069207372 1.100000000000001
3.2519284138414744 1.0978011834120567
4.8778926207622115 1.0955932721781085
6.503856827682949 1.0933782227160354
8.129821034603687 1.0911575802543312
9.755785241524423 1.0889325620024541
11.38174944844516 1.086704124668769
13.007713655365897 1.0844730188251905
14.633677862286635 1.0822398324026474
16.259642069207374 1.080005025316112
17.885606276128108 1.0777689569183369
19.511570483048846 1.0755319076978016
21.137534689969584 1.0732940963829098
22.76349889689032 1.0710556933961204
24.389463103811057 1.068816831418021
26.015427310731795 1.0665776136696352
27.641391517652533 1.0643381203973736
29.26735572457327 1.0620984139449337
30.893319931494005 1.0598585427160485
32.51928413841475 1.057618544267846
34.14524834533548 1.0553784477235353
35.771212552256216 1.053138275652751
37.39717675917696 1.0508980455359451
39.02314096609769 1.0486577709040439
40.64910517301843 1.0464174622247957
42.27506937993917 1.0441771275916594
43.9010335868599 1.0419367732588865
45.52699779378064 1.039696404056877
47.15296200070138 1.037456023714399
48.77892620762211 1.0352156351084065
50.404890414542855 1.0329752404576025
52.03085462146359 1.0307348414723259
53.656818828384324 1.0284944394705489
55.282783035305066 1.0262540354675909
56.9087472422258 1.0240136302454628
58.53471144914654 1.0217732244064357
60.160675656067276 1.019532818414397
61.78663986298801 1.0172924126267575
63.41260406990875 1.015052007319054
65.0385682768295 1.0128116027039114
66.66453248375022 1.0105711989456412
68.29049669067096 1.008330796171482
69.9164608975917 1.0060903944802413
71.54242510451243 1.0038499939489434
73.16838931143317 1.0016095946379304
74.79435351835392 0.9993691965947848
76.42031772527464 0.9971287998573336
78.04628193219538 0.9948884044559562
79.67224613911613 0.9926480104153506
81.29821034603685 0.9904076177558855
82.9241745529576 0.9881672264946374
84.55013875987834 0.9859268366461827
86.17610296679906 0.9836864482232021
87.8020671737198 0.9814460612369444
89.42803138064055 0.9792056756975789
91.05399558756127 0.9769652916144643
92.67995979448202 0.9747249089963569
94.30592400140276 0.9724845278515643
95.9318882083235 0.9702441481880651
97.55785241524423 0.9680037700136034
99.18381662216497 0.9657633933357531
100.80978082908571 0.9635230181619728
102.43574503600644 0.9612826444996473
104.06170924292718 0.9590422723561166
105.68767344984792 0.956801901738698
107.31363765676865 0.9545615326547067
108.93960186368939 0.952321165111468
110.56556607061013 0.9500807991163266
112.19153027753086 0.947840434676656
113.8174944844516 0.9456000717998646
115.44345869137234 0.9433597104933997
117.06942289829308 0.9411193507647517
118.69538710521381 0.938878992621457
120.32135131213455 0.9366386360711003
121.9473155190553 0.9343982811213164
123.57327972597602 0.9321579277797918
125.19924393289676 0.929917576054266
126.8252081398175 0.9276772259525324
128.45117234673825 0.9254368774824405
130.077136553659 0.9231965306518949
131.7031007605797 0.9209561854688573
133.32906496750044 0.9187158419413465
134.95502917442118 0.9164755000774404
136.58099338134193 0.9142351598852754
138.20695758826267 0.9119948213730473
139.8329217951834 0.9097544845490123
141.45888600210412 0.9075141494214879
143.08485020902486 0.9052738159988521
144.7108144159456 0.9030334842895461
146.33677862286635 0.9007931543020734
147.9627428297871 0.8985528260450009
149.58870703670783 0.8963124995269597
151.21467124362854 0.8940721747566451
152.84063545054929 0.8918318517428188
154.46659965747003 0.8895915304943076
156.09256386439077 0.8873512110200051
157.7185280713115 0.8851108933288729
159.34449227823225 0.88287057742994
160.970456485153 0.8806302633323045
162.5964206920737 0.8783899510451338
164.22238489899445 0.876149640577665
165.8483491059152 0.8739093319392071
167.47431331283593 0.8716690251391401
169.10027751975667 0.869428720186916
170.72624172667742 0.8671884170920604
172.35220593359813 0.8649481158641728
173.97817014051887 0.862707816512927
175.6041343474396 0.8604675190480721
177.23009855436035 0.8582272234794335
178.8560627612811 0.855986929816914
180.48202696820184 0.8537466380704932
182.10799117512255 0.8515063482502301
183.7339553820433 0.849266060366263
185.35991958896403 0.8470257744288098
186.98588379588477 0.8447854904481703
188.61184800280552 0.842545208434726
190.23781220972626 0.840304928398941
191.863776416647 0.8380646503513629
193.4897406235677 0.835824374302625
195.11570483048845 0.8335841002634448
196.7416690374092 0.8313438282446268
198.36763324432994 0.8291035582570632
199.99359745125068 0.8268632903117341
201.61956165817142 0.8246230244197085
203.24552586509213 0.8223827605921465
204.87149007201288 0.8201424988402989
206.49745427893362 0.8179022391755085
208.12341848585436 0.8156619816092122
209.7493826927751 0.8134217261529401
211.37534689969584 0.8111814728183178
213.00131110661658 0.808941221617068
214.6272753135373 0.8067009725610103
216.25323952045804 0.8044607256620623
217.87920372737878 0.8022204809322421
219.50516793429952 0.7999802383836677
221.13113214122026 0.7977399980285598
222.757096348141 0.7954997598792412
224.38306055506172 0.7932595239481389
226.00902476198246 0.7910192902477863
227.6349889689032 0.7887790587908217
229.26095317582394 0.7865388295899922
230.88691738274468 0.7842986026581535
232.51288158966543 0.7820583780082717
234.13884579658617 0.779818155653424
235.76481000350688 0.7775779356068007
237.39077421042762 0.7753377178817055
239.01673841734836 0.7730975024915578
240.6427026242691 0.7708572894498946
242.26866683118985 0.7686170787703692
243.8946310381106 0.7663768704667553
245.5205952450313 0.7641366645529476
247.14655945195204 0.7618964610429624
248.77252365887279 0.7596562599509401
250.39848786579353 0.7574160612911461
252.02445207271427 0.7551758650779724
