time diameter
1.0000000000000009 1.0
1.0000000000000009 0.9982245303230906
0.9988160030173256 0.9964412643945691
0.997626100188393 0.9946514138923371
0.9964310897515272 0.9928560335693467
0.995231666937353 0.9910560398123089
0.9940284360884143 0.9892522274568821
0.9928219216503799 0.9874452848987124
0.9916125780578858 0.9856358075811424
0.9904007985656099 0.9838243099659226
0.9891869230922335 0.9820112361070313
0.9879712451543109 0.9801969689530419
0.9867540179708445 0.9783818385029356
0.9855354598192796 0.9765661289357928
0.9843157587209102 0.9747500848278521
0.9830950765293562 0.9729339165620645
0.9818735524904175 0.971117805026253
0.9806513063358643 0.9693019056868311
0.9794284409678063 0.9674863521161011
0.9782050447845346 0.9656712590426619
0.9769811936932317 0.9638567249865493
0.9757569528498102 0.962042834533468
0.9745323781614406 0.9602296602958873
0.9733075175830382 0.9584172646028408
0.972082412235112 0.9566057009549789
0.970857097366944 0.9547950152767262
0.9696316031859935 0.9529852469932422
0.9684059555717126 0.9511764299562343
0.9671801766895706 0.9493685932394721
0.9659542855190026 0.9475617618220497
0.96472829830715 0.9457559571750062
0.9635022289586702 0.9439511977647894
0.9622760893705093 0.9421474994851999
0.9610498897192922 0.9403448760278549
0.9598236387079752 0.9385433391998249
0.9585973437774553 0.9367428991958958
0.9573710112880714 0.9349435648318684
0.9561446466752256 0.9331453437444209
0.9549182545827924 0.9313482425622783
0.9536918389774441 0.9295522670527696
0.9524654032466 0.9277574222472813
0.9512389502823267 0.9259637125486192
0.950012482553186 0.9241711418228642
0.9487860021657407 0.9223797134779433
0.9475595109172047 0.920589430530822
0.9463330103404894 0.9188002956649498
0.9451065017427517 0.9170123112793652
0.9438799862383517 0.9152254795306577
0.942653464777048 0.91343980236882
0.9414269381680914 0.9116552815678728
0.9402004071008274 0.9098719187520165
0.9389738721622943 0.9080897154179609
0.9377473338522634 0.9063086729539862
0.9365207925960803 0.9045287926562086
0.9352942487556357 0.9027500757424594
0.9340677026387267 0.9009725233641248
0.9328411545070515 0.899196136616243
0.9316146045830276 0.8974209165461137
0.9303880530556128 0.8956468641606379
0.9291615000852669 0.8938739804325738
0.9279349458081854 0.8921022663058671
0.9267083903399082 0.8903317227001925
0.925481833778393 0.888562350514822
0.9242552762066404 0.8867941506319202
0.9230287176949237 0.8850271239193477
0.921802158302693 0.8832612712330503
0.9205755980801938 0.8814965934190909
0.9193490370698482 0.8797330913153798
0.9181224753074256 0.8779707657531455
0.9168959128230456 0.8762096175581879
0.9156693496420237 0.8744496475519428
0.9144427857855987 0.8726908565523881
