time diameter
1.0000000000000009 1.0
1.0000000000000009 0.9982276770287837
0.998818102063019 0.9964481645360899
0.9976307057472469 0.9946625182460436
0.9964385058858114 0.9928716661906206
0.9952421135938511 0.9910764227819581
0.9940420654434847 0.9892775016637848
0.9928388318505772 0.9874755273623373
0.9916328246846814 0.9856710457843868
0.9904244041316231 0.9838645336276751
0.9892138848499913 0.9820564067794797
0.9880015414698319 0.9802470277840627
0.9867876134853361 0.9784367124609225
0.9855723095942669 0.9766257357541933
0.9843558115359701 0.9748143368901487
0.9831382774777561 0.9730027239152093
0.9819198449965644 0.9711910776816504
0.9807006336995098 0.9693795553426995
0.9794807475233926 0.9675682934131721
0.9782602767497042 0.9657574104463889
0.9770392997681615 0.9639470093729678
0.9758178846184964 0.9621371795422538
0.9745960903370936 0.9603279985026877
0.9733739681321737 0.958519533553326
0.9721515624085829 0.9567118430950111
0.9709289116608272 0.954904977806347
0.9697060492508048 0.9530989816666314
0.9684830040847674 0.9512938928452151
0.9672598012022546 0.9494897444743761
0.9660364622882214 0.9476865653206809
0.9648130061181845 0.9458843803679425
0.9635894489449991 0.94408321132323
0.9623658048347985 0.9422830770559398
0.9611420859586769 0.9404839939786633
0.9599183028458699 0.9386859763774664
0.9586944646034464 0.9368890366982214
0.9574705791068885 0.9350931857947687
0.9562466531653718 0.9332984331439439
0.9550226926650692 0.9315047870318469
0.9537987026933679 0.9297122547151602
0.9525746876465162 0.9279208425608255
0.9513506513228875 0.9261305561669568
0.9501265970037696 0.9243414004674834
0.9489025275233243 0.9225533798226967
0.9476784453291657 0.9207664980975804
0.9464543525347924 0.9189807587295578
0.9452302509649735 0.9171961647870769
0.9440061421950119 0.9154127190202579
0.9427820275847166 0.9136304239046735
0.9415579083077849 0.9118492816791823
0.9403337853772081 0.9100692943786199
0.9391096596672391 0.9082904638620376
0.9378855319323834 0.9065127918370931
0.936661402823805 0.9047362798811122
0.9354372729035088 0.9029609294592726
0.9342131426565896 0.9011867419402998
0.9329890125018109 0.8994137186100133
0.9317648828007435 0.8976418606830152
0.9305407538656529 0.895871169312773
0.9293166259663075 0.8941016456003181
0.9280924993358558 0.8923332906017463
0.9268683741758992 0.890566105334684
0.9256442506608625 0.8888000907838653
0.9244201289417711 0.8870352479059352
0.9231960091495026 0.885271577633592
0.9219718913975931 0.8835090808791551
0.9207477757846547 0.8817477585376383
0.9195236623964618 0.8799876114893984
0.9182995513077449 0.8782286406024139
0.917075442583738 0.8764708467342497
0.9158513362815129 0.8747142307337467
0.9146272324511265 0.872958793442477
0.9134031311366074 0.8712045356959971
0.9121790323768089 0.8694514583249252
0.9109549362061385 0.8676995621558689
0.9097308426551911 0.8659488480122242
0.9085067517512873 0.8641993167148623
0.9072826635189429 0.8624509690827202
0.906058577980268 0.8607038059333103
0.904834495155312 0.8589578280831575
0.9036104150623605 0.8572130363481762
0.9023863377181893 0.8554694315439945
0.9011622631382838 0.8537270144862336
0.8999381913370272 0.8519857859907477
0.8987141223278609 0.8502457468738324
0.8974900561234244 0.8485068979524019
0.8962659927356746 0.8467692400441434
0.8950419321759864 0.8450327739676506
0.8938178744552432 0.8432975005425374
0.8925938195839089 0.841563420589538
0.8913697675720963 0.8398305349305921
0.890145718429619 0.8380988443889199
0.8889216721660416 0.8363683497890863
0.8876976287907193 0.8346390519570575
0.8864735883128334 0.8329109517202492
0.8852495507414204 0.8311840499075708
0.8840255160854 0.8294583473494612
0.8828014843535941 0.827733844877923
0.8815774555547488 0.8260105433265513
0.880353429697548 0.8242884435305597
0.8791294067906293 0.8225675463268027
0.8779053868425943 0.8208478525537964
0.8766813698620218 0.8191293630517371
0.8754573558574716 0.8174120786625185
0.8742333448374979 0.8156960002297462
0.8730093368106504 0.8139811285987509
0.8717853317854841 0.812267464616603
0.8705613297705621 0.810555009132123
0.8693373307744593 0.8088437629958932
0.8681133348057666 0.8071337270602683
0.8668893418730955 0.8054249021793843
0.865665351985078 0.8037172892091686
0.8644413651503702 0.802010889007349
0.8632173813776549 0.8003057024334614
0.8619934006756419 0.7986017303488597
0.8607694230530706 0.7968989736167221
0.8595454485187118 0.7951974331020603
0.858321477081367 0.793497109671726
0.8570975087498709 0.7917980041944199
0.855873543533092 0.7901001175406976
0.8546495814399327 0.7884034505829782
0.8534256224793318 0.786708004195551
0.8522016666602624 0.7850137792545825
0.8509777139917352 0.7833207766381243
0.8497537644827977 0.7816289972261198
0.8485298181425344 0.779938441900411
0.8473058749800678 0.7782491115447462
0.8460819350045589 0.7765610070447868
0.844857998225207 0.7748741292881148
0.8436340646512512 0.7731884791642394
0.8424101342919691 0.771504057564604
0.8411862071566786 0.7698208653825944
0.8399622832547374 0.7681389035135446
0.8387383625955437 0.7664581728547453
0.8375144451885363 0.7647786743054495
